
======================================================================
hard n=50
======================================================================
Timestamp: 20260628_094210
Mode: Big-M
Objectives (50): ['o_1', 'o_2', 'o_3', 'o_4', 'o_5', 'o_6', 'o_7', 'o_8', 'o_9', 'o_10', 'o_11', 'o_12', 'o_13', 'o_14', 'o_15', 'o_16', 'o_17', 'o_18', 'o_19', 'o_20', 'o_21', 'o_22', 'o_23', 'o_24', 'o_25', 'o_26', 'o_27', 'o_28', 'o_29', 'o_30', 'o_31', 'o_32', 'o_33', 'o_34', 'o_35', 'o_36', 'o_37', 'o_38', 'o_39', 'o_40', 'o_41', 'o_42', 'o_43', 'o_44', 'o_45', 'o_46', 'o_47', 'o_48', 'o_49', 'o_50']
Plans: ['pi_1', 'pi_2', 'pi_3', 'pi_4', 'pi_5', 'pi_6', 'pi_7', 'pi_8', 'pi_9', 'pi_10', 'pi_11', 'pi_12', 'pi_13', 'pi_14', 'pi_15', 'pi_16', 'pi_17', 'pi_18', 'pi_19', 'pi_20', 'pi_21', 'pi_22', 'pi_23', 'pi_24', 'pi_25', 'pi_26', 'pi_27', 'pi_28', 'pi_29', 'pi_30', 'pi_31', 'pi_32', 'pi_33', 'pi_34', 'pi_35', 'pi_36', 'pi_37', 'pi_38', 'pi_39', 'pi_40', 'pi_41', 'pi_42', 'pi_43', 'pi_44', 'pi_45', 'pi_46', 'pi_47', 'pi_48', 'pi_49', 'pi_50', 'pi_51', 'pi_52', 'pi_53', 'pi_54', 'pi_55', 'pi_56', 'pi_57', 'pi_58', 'pi_59', 'pi_60', 'pi_61', 'pi_62', 'pi_63', 'pi_64', 'pi_65', 'pi_66', 'pi_67', 'pi_68', 'pi_69', 'pi_70', 'pi_71', 'pi_72', 'pi_73', 'pi_74', 'pi_75', 'pi_76', 'pi_77', 'pi_78', 'pi_79', 'pi_80', 'pi_81', 'pi_82', 'pi_83', 'pi_84', 'pi_85', 'pi_86', 'pi_87', 'pi_88', 'pi_89', 'pi_90', 'pi_91', 'pi_92', 'pi_93', 'pi_94', 'pi_95', 'pi_96', 'pi_97', 'pi_98', 'pi_99', 'pi_100', 'pi_101', 'pi_102', 'pi_103', 'pi_104', 'pi_105', 'pi_106', 'pi_107', 'pi_108', 'pi_109', 'pi_110', 'pi_111', 'pi_112', 'pi_113', 'pi_114', 'pi_115', 'pi_116', 'pi_117', 'pi_118', 'pi_119', 'pi_120', 'pi_121', 'pi_122', 'pi_123', 'pi_124', 'pi_125', 'pi_126', 'pi_127', 'pi_128', 'pi_129', 'pi_130', 'pi_131', 'pi_132', 'pi_133', 'pi_134', 'pi_135', 'pi_136', 'pi_137', 'pi_138', 'pi_139', 'pi_140', 'pi_141', 'pi_142', 'pi_143', 'pi_144', 'pi_145', 'pi_146', 'pi_147', 'pi_148', 'pi_149', 'pi_150', 'pi_151', 'pi_152', 'pi_153', 'pi_154', 'pi_155', 'pi_156', 'pi_157', 'pi_158', 'pi_159', 'pi_160', 'pi_161', 'pi_162', 'pi_163', 'pi_164', 'pi_165', 'pi_166', 'pi_167', 'pi_168', 'pi_169', 'pi_170', 'pi_171', 'pi_172', 'pi_173', 'pi_174', 'pi_175', 'pi_176', 'pi_177', 'pi_178', 'pi_179', 'pi_180', 'pi_181', 'pi_182', 'pi_183', 'pi_184', 'pi_185', 'pi_186', 'pi_187', 'pi_188', 'pi_189', 'pi_190', 'pi_191', 'pi_192', 'pi_193', 'pi_194', 'pi_195', 'pi_196', 'pi_197', 'pi_198', 'pi_199', 'pi_200', 'pi_201', 'pi_202', 'pi_203', 'pi_204', 'pi_205', 'pi_206', 'pi_207', 'pi_208', 'pi_209', 'pi_210', 'pi_211', 'pi_212', 'pi_213', 'pi_214', 'pi_215', 'pi_216', 'pi_217', 'pi_218', 'pi_219', 'pi_220', 'pi_221', 'pi_222', 'pi_223', 'pi_224', 'pi_225', 'pi_226', 'pi_227', 'pi_228', 'pi_229', 'pi_230', 'pi_231', 'pi_232', 'pi_233', 'pi_234', 'pi_235', 'pi_236', 'pi_237', 'pi_238', 'pi_239', 'pi_240', 'pi_241', 'pi_242', 'pi_243', 'pi_244', 'pi_245', 'pi_246', 'pi_247', 'pi_248', 'pi_249', 'pi_250', 'pi_251', 'pi_252', 'pi_253', 'pi_254', 'pi_255', 'pi_256', 'pi_257', 'pi_258', 'pi_259', 'pi_260', 'pi_261', 'pi_262', 'pi_263', 'pi_264', 'pi_265', 'pi_266', 'pi_267', 'pi_268', 'pi_269', 'pi_270', 'pi_271', 'pi_272', 'pi_273', 'pi_274', 'pi_275', 'pi_276', 'pi_277', 'pi_278', 'pi_279', 'pi_280', 'pi_281', 'pi_282', 'pi_283', 'pi_284', 'pi_285', 'pi_286', 'pi_287', 'pi_288', 'pi_289', 'pi_290', 'pi_291', 'pi_292', 'pi_293', 'pi_294', 'pi_295', 'pi_296', 'pi_297', 'pi_298', 'pi_299', 'pi_300']
Comparisons (150):
  (pi_1, pi_2, ?) [incomparable]
  pi_88: {'o_1': 1, 'o_2': 1, 'o_3': 2, 'o_4': 4, 'o_5': 4, 'o_6': 2, 'o_7': 1, 'o_8': 2, 'o_9': 4, 'o_10': 4, 'o_11': 5, 'o_12': 4, 'o_13': 5, 'o_14': 2, 'o_15': 4, 'o_16': 5, 'o_17': 4, 'o_18': 5, 'o_19': 4, 'o_20': 4, 'o_21': 3, 'o_22': 2, 'o_23': 2, 'o_24': 4, 'o_25': 5, 'o_26': 1, 'o_27': 5, 'o_28': 4, 'o_29': 2, 'o_30': 5, 'o_31': 3, 'o_32': 4, 'o_33': 5, 'o_34': 5, 'o_35': 3, 'o_36': 1, 'o_37': 1, 'o_38': 5, 'o_39': 4, 'o_40': 3, 'o_41': 1, 'o_42': 5, 'o_43': 4, 'o_44': 1, 'o_45': 2, 'o_46': 5, 'o_47': 3, 'o_48': 4, 'o_49': 5, 'o_50': 1}
  pi_89: {'o_1': 5, 'o_2': 5, 'o_3': 1, 'o_4': 2, 'o_5': 4, 'o_6': 1, 'o_7': 5, 'o_8': 5, 'o_9': 3, 'o_10': 5, 'o_11': 1, 'o_12': 3, 'o_13': 5, 'o_14': 1, 'o_15': 4, 'o_16': 4, 'o_17': 5, 'o_18': 4, 'o_19': 5, 'o_20': 3, 'o_21': 4, 'o_22': 3, 'o_23': 3, 'o_24': 3, 'o_25': 2, 'o_26': 1, 'o_27': 5, 'o_28': 3, 'o_29': 5, 'o_30': 3, 'o_31': 1, 'o_32': 4, 'o_33': 5, 'o_34': 2, 'o_35': 5, 'o_36': 1, 'o_37': 3, 'o_38': 5, 'o_39': 1, 'o_40': 3, 'o_41': 4, 'o_42': 1, 'o_43': 2, 'o_44': 5, 'o_45': 1, 'o_46': 3, 'o_47': 3, 'o_48': 2, 'o_49': 5, 'o_50': 3}
  pi_90: {'o_1': 3, 'o_2': 3, 'o_3': 1, 'o_4': 1, 'o_5': 5, 'o_6': 2, 'o_7': 5, 'o_8': 2, 'o_9': 4, 'o_10': 3, 'o_11': 2, 'o_12': 3, 'o_13': 2, 'o_14': 4, 'o_15': 2, 'o_16': 5, 'o_17': 1, 'o_18': 3, 'o_19': 1, 'o_20': 2, 'o_21': 5, 'o_22': 2, 'o_23': 4, 'o_24': 4, 'o_25': 4, 'o_26': 2, 'o_27': 4, 'o_28': 2, 'o_29': 2, 'o_30': 5, 'o_31': 3, 'o_32': 1, 'o_33': 3, 'o_34': 1, 'o_35': 1, 'o_36': 2, 'o_37': 4, 'o_38': 4, 'o_39': 4, 'o_40': 3, 'o_41': 4, 'o_42': 5, 'o_43': 2, 'o_44': 4, 'o_45': 4, 'o_46': 4, 'o_47': 3, 'o_48': 2, 'o_49': 5, 'o_50': 4}
  pi_91: {'o_1': 1, 'o_2': 3, 'o_3': 4, 'o_4': 4, 'o_5': 3, 'o_6': 5, 'o_7': 1, 'o_8': 1, 'o_9': 5, 'o_10': 3, 'o_11': 4, 'o_12': 5, 'o_13': 3, 'o_14': 3, 'o_15': 3, 'o_16': 3, 'o_17': 1, 'o_18': 3, 'o_19': 5, 'o_20': 4, 'o_21': 4, 'o_22': 2, 'o_23': 5, 'o_24': 2, 'o_25': 5, 'o_26': 3, 'o_27': 2, 'o_28': 3, 'o_29': 5, 'o_30': 1, 'o_31': 1, 'o_32': 1, 'o_33': 1, 'o_34': 4, 'o_35': 1, 'o_36': 5, 'o_37': 1, 'o_38': 4, 'o_39': 3, 'o_40': 2, 'o_41': 3, 'o_42': 3, 'o_43': 2, 'o_44': 1, 'o_45': 1, 'o_46': 5, 'o_47': 1, 'o_48': 1, 'o_49': 5, 'o_50': 2}
  pi_92: {'o_1': 5, 'o_2': 1, 'o_3': 1, 'o_4': 1, 'o_5': 5, 'o_6': 2, 'o_7': 4, 'o_8': 5, 'o_9': 2, 'o_10': 1, 'o_11': 2, 'o_12': 3, 'o_13': 3, 'o_14': 4, 'o_15': 1, 'o_16': 4, 'o_17': 3, 'o_18': 4, 'o_19': 3, 'o_20': 3, 'o_21': 2, 'o_22': 1, 'o_23': 3, 'o_24': 1, 'o_25': 4, 'o_26': 4, 'o_27': 3, 'o_28': 1, 'o_29': 3, 'o_30': 3, 'o_31': 2, 'o_32': 4, 'o_33': 1, 'o_34': 4, 'o_35': 2, 'o_36': 5, 'o_37': 4, 'o_38': 2, 'o_39': 4, 'o_40': 1, 'o_41': 2, 'o_42': 5, 'o_43': 4, 'o_44': 2, 'o_45': 5, 'o_46': 1, 'o_47': 4, 'o_48': 3, 'o_49': 1, 'o_50': 1}
  pi_93: {'o_1': 1, 'o_2': 1, 'o_3': 5, 'o_4': 3, 'o_5': 4, 'o_6': 1, 'o_7': 4, 'o_8': 2, 'o_9': 1, 'o_10': 1, 'o_11': 4, 'o_12': 3, 'o_13': 2, 'o_14': 3, 'o_15': 4, 'o_16': 5, 'o_17': 1, 'o_18': 5, 'o_19': 4, 'o_20': 4, 'o_21': 4, 'o_22': 4, 'o_23': 1, 'o_24': 5, 'o_25': 2, 'o_26': 1, 'o_27': 4, 'o_28': 4, 'o_29': 1, 'o_30': 5, 'o_31': 5, 'o_32': 3, 'o_33': 3, 'o_34': 3, 'o_35': 4, 'o_36': 1, 'o_37': 1, 'o_38': 3, 'o_39': 5, 'o_40': 3, 'o_41': 1, 'o_42': 4, 'o_43': 3, 'o_44': 2, 'o_45': 2, 'o_46': 5, 'o_47': 1, 'o_48': 4, 'o_49': 2, 'o_50': 3}
  pi_94: {'o_1': 4, 'o_2': 1, 'o_3': 3, 'o_4': 4, 'o_5': 1, 'o_6': 4, 'o_7': 2, 'o_8': 2, 'o_9': 1, 'o_10': 2, 'o_11': 1, 'o_12': 5, 'o_13': 2, 'o_14': 4, 'o_15': 4, 'o_16': 1, 'o_17': 5, 'o_18': 3, 'o_19': 4, 'o_20': 5, 'o_21': 4, 'o_22': 1, 'o_23': 1, 'o_24': 3, 'o_25': 1, 'o_26': 3, 'o_27': 1, 'o_28': 4, 'o_29': 1, 'o_30': 2, 'o_31': 5, 'o_32': 4, 'o_33': 5, 'o_34': 2, 'o_35': 5, 'o_36': 2, 'o_37': 1, 'o_38': 1, 'o_39': 2, 'o_40': 4, 'o_41': 1, 'o_42': 4, 'o_43': 5, 'o_44': 1, 'o_45': 2, 'o_46': 2, 'o_47': 1, 'o_48': 2, 'o_49': 1, 'o_50': 3}
  pi_95: {'o_1': 1, 'o_2': 4, 'o_3': 5, 'o_4': 2, 'o_5': 5, 'o_6': 1, 'o_7': 1, 'o_8': 1, 'o_9': 4, 'o_10': 5, 'o_11': 5, 'o_12': 2, 'o_13': 1, 'o_14': 2, 'o_15': 4, 'o_16': 3, 'o_17': 4, 'o_18': 3, 'o_19': 1, 'o_20': 5, 'o_21': 5, 'o_22': 2, 'o_23': 3, 'o_24': 2, 'o_25': 1, 'o_26': 5, 'o_27': 2, 'o_28': 3, 'o_29': 1, 'o_30': 1, 'o_31': 3, 'o_32': 2, 'o_33': 4, 'o_34': 2, 'o_35': 3, 'o_36': 5, 'o_37': 2, 'o_38': 4, 'o_39': 2, 'o_40': 5, 'o_41': 1, 'o_42': 2, 'o_43': 1, 'o_44': 5, 'o_45': 4, 'o_46': 2, 'o_47': 1, 'o_48': 4, 'o_49': 1, 'o_50': 1}
  pi_96: {'o_1': 1, 'o_2': 2, 'o_3': 1, 'o_4': 5, 'o_5': 3, 'o_6': 4, 'o_7': 4, 'o_8': 2, 'o_9': 2, 'o_10': 2, 'o_11': 3, 'o_12': 5, 'o_13': 4, 'o_14': 4, 'o_15': 2, 'o_16': 2, 'o_17': 5, 'o_18': 1, 'o_19': 5, 'o_20': 2, 'o_21': 4, 'o_22': 5, 'o_23': 1, 'o_24': 3, 'o_25': 3, 'o_26': 4, 'o_27': 1, 'o_28': 5, 'o_29': 2, 'o_30': 2, 'o_31': 1, 'o_32': 5, 'o_33': 1, 'o_34': 5, 'o_35': 3, 'o_36': 5, 'o_37': 5, 'o_38': 2, 'o_39': 4, 'o_40': 2, 'o_41': 3, 'o_42': 1, 'o_43': 2, 'o_44': 1, 'o_45': 2, 'o_46': 4, 'o_47': 4, 'o_48': 2, 'o_49': 2, 'o_50': 1}
  pi_97: {'o_1': 1, 'o_2': 3, 'o_3': 3, 'o_4': 2, 'o_5': 4, 'o_6': 3, 'o_7': 3, 'o_8': 5, 'o_9': 4, 'o_10': 1, 'o_11': 1, 'o_12': 1, 'o_13': 5, 'o_14': 2, 'o_15': 2, 'o_16': 1, 'o_17': 4, 'o_18': 5, 'o_19': 1, 'o_20': 1, 'o_21': 2, 'o_22': 4, 'o_23': 5, 'o_24': 5, 'o_25': 3, 'o_26': 4, 'o_27': 2, 'o_28': 3, 'o_29': 2, 'o_30': 1, 'o_31': 3, 'o_32': 2, 'o_33': 1, 'o_34': 2, 'o_35': 4, 'o_36': 2, 'o_37': 4, 'o_38': 2, 'o_39': 1, 'o_40': 4, 'o_41': 5, 'o_42': 4, 'o_43': 1, 'o_44': 4, 'o_45': 2, 'o_46': 2, 'o_47': 5, 'o_48': 4, 'o_49': 2, 'o_50': 4}
  pi_98: {'o_1': 3, 'o_2': 2, 'o_3': 4, 'o_4': 2, 'o_5': 3, 'o_6': 3, 'o_7': 2, 'o_8': 3, 'o_9': 2, 'o_10': 1, 'o_11': 5, 'o_12': 1, 'o_13': 3, 'o_14': 2, 'o_15': 1, 'o_16': 4, 'o_17': 4, 'o_18': 4, 'o_19': 2, 'o_20': 3, 'o_21': 2, 'o_22': 3, 'o_23': 5, 'o_24': 2, 'o_25': 5, 'o_26': 2, 'o_27': 5, 'o_28': 5, 'o_29': 2, 'o_30': 1, 'o_31': 4, 'o_32': 5, 'o_33': 4, 'o_34': 2, 'o_35': 5, 'o_36': 4, 'o_37': 4, 'o_38': 3, 'o_39': 1, 'o_40': 4, 'o_41': 2, 'o_42': 2, 'o_43': 3, 'o_44': 4, 'o_45': 5, 'o_46': 2, 'o_47': 5, 'o_48': 2, 'o_49': 5, 'o_50': 1}
  pi_99: {'o_1': 4, 'o_2': 1, 'o_3': 1, 'o_4': 4, 'o_5': 5, 'o_6': 1, 'o_7': 4, 'o_8': 5, 'o_9': 4, 'o_10': 4, 'o_11': 1, 'o_12': 4, 'o_13': 4, 'o_14': 2, 'o_15': 1, 'o_16': 5, 'o_17': 1, 'o_18': 4, 'o_19': 2, 'o_20': 2, 'o_21': 3, 'o_22': 3, 'o_23': 2, 'o_24': 1, 'o_25': 1, 'o_26': 4, 'o_27': 3, 'o_28': 2, 'o_29': 4, 'o_30': 5, 'o_31': 5, 'o_32': 1, 'o_33': 4, 'o_34': 4, 'o_35': 2, 'o_36': 4, 'o_37': 2, 'o_38': 3, 'o_39': 4, 'o_40': 1, 'o_41': 1, 'o_42': 4, 'o_43': 3, 'o_44': 5, 'o_45': 1, 'o_46': 3, 'o_47': 4, 'o_48': 3, 'o_49': 5, 'o_50': 5}
  pi_100: {'o_1': 5, 'o_2': 2, 'o_3': 1, 'o_4': 5, 'o_5': 3, 'o_6': 1, 'o_7': 5, 'o_8': 3, 'o_9': 1, 'o_10': 1, 'o_11': 4, 'o_12': 3, 'o_13': 4, 'o_14': 5, 'o_15': 1, 'o_16': 3, 'o_17': 3, 'o_18': 2, 'o_19': 5, 'o_20': 1, 'o_21': 5, 'o_22': 2, 'o_23': 2, 'o_24': 3, 'o_25': 2, 'o_26': 5, 'o_27': 1, 'o_28': 4, 'o_29': 5, 'o_30': 2, 'o_31': 2, 'o_32': 3, 'o_33': 3, 'o_34': 3, 'o_35': 5, 'o_36': 4, 'o_37': 3, 'o_38': 1, 'o_39': 1, 'o_40': 3, 'o_41': 3, 'o_42': 4, 'o_43': 4, 'o_44': 5, 'o_45': 5, 'o_46': 1, 'o_47': 4, 'o_48': 5, 'o_49': 5, 'o_50': 3}
  pi_101: {'o_1': 4, 'o_2': 5, 'o_3': 3, 'o_4': 1, 'o_5': 2, 'o_6': 4, 'o_7': 1, 'o_8': 1, 'o_9': 4, 'o_10': 2, 'o_11': 3, 'o_12': 1, 'o_13': 1, 'o_14': 2, 'o_15': 3, 'o_16': 1, 'o_17': 2, 'o_18': 4, 'o_19': 2, 'o_20': 2, 'o_21': 5, 'o_22': 1, 'o_23': 3, 'o_24': 4, 'o_25': 5, 'o_26': 2, 'o_27': 4, 'o_28': 3, 'o_29': 4, 'o_30': 4, 'o_31': 1, 'o_32': 3, 'o_33': 2, 'o_34': 1, 'o_35': 1, 'o_36': 2, 'o_37': 5, 'o_38': 3, 'o_39': 4, 'o_40': 5, 'o_41': 3, 'o_42': 3, 'o_43': 4, 'o_44': 5, 'o_45': 5, 'o_46': 5, 'o_47': 4, 'o_48': 4, 'o_49': 3, 'o_50': 5}
  pi_102: {'o_1': 2, 'o_2': 3, 'o_3': 2, 'o_4': 3, 'o_5': 2, 'o_6': 4, 'o_7': 3, 'o_8': 3, 'o_9': 1, 'o_10': 2, 'o_11': 3, 'o_12': 3, 'o_13': 4, 'o_14': 2, 'o_15': 5, 'o_16': 2, 'o_17': 5, 'o_18': 3, 'o_19': 2, 'o_20': 2, 'o_21': 2, 'o_22': 2, 'o_23': 2, 'o_24': 1, 'o_25': 1, 'o_26': 3, 'o_27': 5, 'o_28': 2, 'o_29': 4, 'o_30': 3, 'o_31': 3, 'o_32': 2, 'o_33': 2, 'o_34': 5, 'o_35': 1, 'o_36': 3, 'o_37': 3, 'o_38': 2, 'o_39': 3, 'o_40': 4, 'o_41': 5, 'o_42': 2, 'o_43': 5, 'o_44': 3, 'o_45': 1, 'o_46': 1, 'o_47': 4, 'o_48': 4, 'o_49': 2, 'o_50': 4}
  pi_103: {'o_1': 3, 'o_2': 2, 'o_3': 1, 'o_4': 5, 'o_5': 5, 'o_6': 3, 'o_7': 3, 'o_8': 4, 'o_9': 3, 'o_10': 5, 'o_11': 2, 'o_12': 5, 'o_13': 4, 'o_14': 3, 'o_15': 1, 'o_16': 4, 'o_17': 1, 'o_18': 2, 'o_19': 5, 'o_20': 1, 'o_21': 3, 'o_22': 1, 'o_23': 4, 'o_24': 5, 'o_25': 2, 'o_26': 4, 'o_27': 3, 'o_28': 1, 'o_29': 3, 'o_30': 1, 'o_31': 5, 'o_32': 2, 'o_33': 5, 'o_34': 5, 'o_35': 2, 'o_36': 3, 'o_37': 2, 'o_38': 1, 'o_39': 1, 'o_40': 5, 'o_41': 4, 'o_42': 1, 'o_43': 5, 'o_44': 4, 'o_45': 2, 'o_46': 4, 'o_47': 3, 'o_48': 5, 'o_49': 5, 'o_50': 5}
  pi_104: {'o_1': 1, 'o_2': 3, 'o_3': 4, 'o_4': 2, 'o_5': 4, 'o_6': 3, 'o_7': 4, 'o_8': 3, 'o_9': 1, 'o_10': 3, 'o_11': 3, 'o_12': 3, 'o_13': 3, 'o_14': 4, 'o_15': 5, 'o_16': 1, 'o_17': 2, 'o_18': 4, 'o_19': 4, 'o_20': 4, 'o_21': 3, 'o_22': 2, 'o_23': 4, 'o_24': 4, 'o_25': 2, 'o_26': 5, 'o_27': 5, 'o_28': 1, 'o_29': 2, 'o_30': 2, 'o_31': 3, 'o_32': 4, 'o_33': 5, 'o_34': 3, 'o_35': 1, 'o_36': 5, 'o_37': 4, 'o_38': 1, 'o_39': 1, 'o_40': 4, 'o_41': 3, 'o_42': 4, 'o_43': 2, 'o_44': 5, 'o_45': 4, 'o_46': 5, 'o_47': 2, 'o_48': 2, 'o_49': 2, 'o_50': 4}
  pi_105: {'o_1': 3, 'o_2': 5, 'o_3': 4, 'o_4': 1, 'o_5': 3, 'o_6': 5, 'o_7': 3, 'o_8': 4, 'o_9': 5, 'o_10': 4, 'o_11': 2, 'o_12': 1, 'o_13': 1, 'o_14': 2, 'o_15': 3, 'o_16': 3, 'o_17': 4, 'o_18': 1, 'o_19': 3, 'o_20': 4, 'o_21': 2, 'o_22': 4, 'o_23': 2, 'o_24': 1, 'o_25': 1, 'o_26': 3, 'o_27': 4, 'o_28': 1, 'o_29': 5, 'o_30': 3, 'o_31': 5, 'o_32': 4, 'o_33': 5, 'o_34': 4, 'o_35': 3, 'o_36': 4, 'o_37': 1, 'o_38': 3, 'o_39': 5, 'o_40': 5, 'o_41': 1, 'o_42': 3, 'o_43': 2, 'o_44': 5, 'o_45': 1, 'o_46': 2, 'o_47': 3, 'o_48': 4, 'o_49': 2, 'o_50': 3}
  pi_106: {'o_1': 2, 'o_2': 1, 'o_3': 3, 'o_4': 3, 'o_5': 4, 'o_6': 3, 'o_7': 1, 'o_8': 3, 'o_9': 3, 'o_10': 5, 'o_11': 1, 'o_12': 5, 'o_13': 2, 'o_14': 2, 'o_15': 1, 'o_16': 5, 'o_17': 2, 'o_18': 5, 'o_19': 3, 'o_20': 3, 'o_21': 3, 'o_22': 3, 'o_23': 3, 'o_24': 1, 'o_25': 5, 'o_26': 5, 'o_27': 3, 'o_28': 2, 'o_29': 1, 'o_30': 2, 'o_31': 5, 'o_32': 3, 'o_33': 3, 'o_34': 4, 'o_35': 4, 'o_36': 3, 'o_37': 2, 'o_38': 1, 'o_39': 2, 'o_40': 2, 'o_41': 5, 'o_42': 2, 'o_43': 2, 'o_44': 5, 'o_45': 5, 'o_46': 5, 'o_47': 5, 'o_48': 5, 'o_49': 1, 'o_50': 4}
  pi_107: {'o_1': 4, 'o_2': 1, 'o_3': 1, 'o_4': 2, 'o_5': 1, 'o_6': 4, 'o_7': 3, 'o_8': 3, 'o_9': 3, 'o_10': 2, 'o_11': 4, 'o_12': 5, 'o_13': 5, 'o_14': 3, 'o_15': 2, 'o_16': 3, 'o_17': 1, 'o_18': 1, 'o_19': 2, 'o_20': 2, 'o_21': 2, 'o_22': 2, 'o_23': 3, 'o_24': 2, 'o_25': 2, 'o_26': 2, 'o_27': 1, 'o_28': 4, 'o_29': 1, 'o_30': 1, 'o_31': 1, 'o_32': 4, 'o_33': 4, 'o_34': 1, 'o_35': 2, 'o_36': 1, 'o_37': 1, 'o_38': 5, 'o_39': 5, 'o_40': 1, 'o_41': 4, 'o_42': 1, 'o_43': 3, 'o_44': 1, 'o_45': 1, 'o_46': 3, 'o_47': 1, 'o_48': 1, 'o_49': 1, 'o_50': 5}
  pi_108: {'o_1': 2, 'o_2': 5, 'o_3': 2, 'o_4': 2, 'o_5': 3, 'o_6': 1, 'o_7': 1, 'o_8': 2, 'o_9': 3, 'o_10': 5, 'o_11': 3, 'o_12': 3, 'o_13': 2, 'o_14': 5, 'o_15': 5, 'o_16': 2, 'o_17': 5, 'o_18': 5, 'o_19': 1, 'o_20': 1, 'o_21': 5, 'o_22': 1, 'o_23': 5, 'o_24': 2, 'o_25': 2, 'o_26': 3, 'o_27': 2, 'o_28': 5, 'o_29': 1, 'o_30': 1, 'o_31': 2, 'o_32': 5, 'o_33': 4, 'o_34': 3, 'o_35': 5, 'o_36': 2, 'o_37': 4, 'o_38': 1, 'o_39': 2, 'o_40': 3, 'o_41': 4, 'o_42': 4, 'o_43': 2, 'o_44': 5, 'o_45': 2, 'o_46': 4, 'o_47': 1, 'o_48': 3, 'o_49': 1, 'o_50': 4}
  pi_109: {'o_1': 1, 'o_2': 5, 'o_3': 2, 'o_4': 4, 'o_5': 3, 'o_6': 3, 'o_7': 5, 'o_8': 1, 'o_9': 1, 'o_10': 3, 'o_11': 4, 'o_12': 1, 'o_13': 4, 'o_14': 3, 'o_15': 4, 'o_16': 5, 'o_17': 3, 'o_18': 4, 'o_19': 2, 'o_20': 5, 'o_21': 4, 'o_22': 3, 'o_23': 4, 'o_24': 2, 'o_25': 1, 'o_26': 4, 'o_27': 3, 'o_28': 2, 'o_29': 1, 'o_30': 4, 'o_31': 1, 'o_32': 4, 'o_33': 4, 'o_34': 5, 'o_35': 1, 'o_36': 1, 'o_37': 2, 'o_38': 4, 'o_39': 4, 'o_40': 5, 'o_41': 1, 'o_42': 2, 'o_43': 1, 'o_44': 3, 'o_45': 2, 'o_46': 3, 'o_47': 2, 'o_48': 5, 'o_49': 4, 'o_50': 1}
  pi_110: {'o_1': 2, 'o_2': 4, 'o_3': 4, 'o_4': 3, 'o_5': 5, 'o_6': 5, 'o_7': 3, 'o_8': 4, 'o_9': 3, 'o_10': 4, 'o_11': 5, 'o_12': 4, 'o_13': 4, 'o_14': 5, 'o_15': 3, 'o_16': 2, 'o_17': 4, 'o_18': 1, 'o_19': 1, 'o_20': 3, 'o_21': 4, 'o_22': 4, 'o_23': 2, 'o_24': 2, 'o_25': 1, 'o_26': 1, 'o_27': 1, 'o_28': 1, 'o_29': 4, 'o_30': 1, 'o_31': 2, 'o_32': 4, 'o_33': 5, 'o_34': 3, 'o_35': 2, 'o_36': 3, 'o_37': 5, 'o_38': 5, 'o_39': 1, 'o_40': 1, 'o_41': 5, 'o_42': 4, 'o_43': 4, 'o_44': 2, 'o_45': 3, 'o_46': 4, 'o_47': 4, 'o_48': 5, 'o_49': 3, 'o_50': 5}
  pi_111: {'o_1': 3, 'o_2': 5, 'o_3': 5, 'o_4': 1, 'o_5': 1, 'o_6': 4, 'o_7': 1, 'o_8': 4, 'o_9': 4, 'o_10': 3, 'o_11': 4, 'o_12': 4, 'o_13': 4, 'o_14': 1, 'o_15': 1, 'o_16': 2, 'o_17': 5, 'o_18': 3, 'o_19': 2, 'o_20': 4, 'o_21': 4, 'o_22': 2, 'o_23': 3, 'o_24': 4, 'o_25': 4, 'o_26': 1, 'o_27': 5, 'o_28': 4, 'o_29': 5, 'o_30': 5, 'o_31': 5, 'o_32': 4, 'o_33': 4, 'o_34': 5, 'o_35': 2, 'o_36': 5, 'o_37': 1, 'o_38': 4, 'o_39': 3, 'o_40': 4, 'o_41': 5, 'o_42': 4, 'o_43': 5, 'o_44': 3, 'o_45': 3, 'o_46': 3, 'o_47': 1, 'o_48': 1, 'o_49': 5, 'o_50': 1}
  pi_112: {'o_1': 2, 'o_2': 3, 'o_3': 3, 'o_4': 5, 'o_5': 1, 'o_6': 3, 'o_7': 4, 'o_8': 1, 'o_9': 4, 'o_10': 3, 'o_11': 3, 'o_12': 4, 'o_13': 3, 'o_14': 1, 'o_15': 2, 'o_16': 2, 'o_17': 2, 'o_18': 3, 'o_19': 5, 'o_20': 1, 'o_21': 1, 'o_22': 3, 'o_23': 1, 'o_24': 3, 'o_25': 2, 'o_26': 1, 'o_27': 5, 'o_28': 3, 'o_29': 1, 'o_30': 4, 'o_31': 4, 'o_32': 5, 'o_33': 5, 'o_34': 4, 'o_35': 3, 'o_36': 1, 'o_37': 4, 'o_38': 5, 'o_39': 1, 'o_40': 3, 'o_41': 4, 'o_42': 5, 'o_43': 4, 'o_44': 3, 'o_45': 5, 'o_46': 1, 'o_47': 4, 'o_48': 1, 'o_49': 2, 'o_50': 3}
